1000043	-0.191342	0.46194	-19.9375
1000044	-0.46194	0.191342	-19.9375
1000045	-0.46194	-0.191342	-19.9375
1000046	-0.191342	-0.46194	-19.9375
1000047	0.191342	-0.46194	-19.9375
1000048	0.46194	-0.191342	-19.9375
1000049	0.46194	0.191342	-19.9375
1000050	0.191342	0.46194	-19.9375
1000051	-0.191342	0.46194	-19.8125
1000052	-0.46194	0.191342	-19.8125
1000053	-0.46194	-0.191342	-19.8125
1000054	-0.191342	-0.46194	-19.8125
1000055	0.191342	-0.46194	-19.8125
1000056	0.46194	-0.191342	-19.8125
1000057	0.46194	0.191342	-19.8125
1000058	0.191342	0.46194	-19.8125
1000059	-0.191342	0.46194	-19.6875
1000060	-0.46194	0.191342	-19.6875
1000061	-0.46194	-0.191342	-19.6875
1000062	-0.191342	-0.46194	-19.6875
1000063	0.191342	-0.46194	-19.6875
1000064	0.46194	-0.191342	-19.6875
1000065	0.46194	0.191342	-19.6875
1000066	0.191342	0.46194	-19.6875
1000067	-0.191342	0.46194	-19.5625
1000068	-0.46194	0.191342	-19.5625
1000069	-0.46194	-0.191342	-19.5625
1000070	-0.191342	-0.46194	-19.5625
1000071	0.191342	-0.46194	-19.5625
1000072	0.46194	-0.191342	-19.5625
1000073	0.46194	0.191342	-19.5625
1000074	0.191342	0.46194	-19.5625
1000075	-0.191342	0.46194	-19.4375
1000076	-0.46194	0.191342	-19.4375
1000077	-0.46194	-0.191342	-19.4375
1000078	-0.191342	-0.46194	-19.4375
1000079	0.191342	-0.46194	-19.4375
1000080	0.46194	-0.191342	-19.4375
1000081	0.46194	0.191342	-19.4375
1000082	0.191342	0.46194	-19.4375
1000083	-0.191342	0.46194	-19.3125
1000084	-0.46194	0.191342	-19.3125
1000085	-0.46194	-0.191342	-19.3125
1000086	-0.191342	-0.46194	-19.3125
1000087	0.191342	-0.46194	-19.3125
1000088	0.46194	-0.191342	-19.3125
1000089	0.46194	0.191342	-19.3125
1000090	0.191342	0.46194	-19.3125
1000091	-0.191342	0.46194	-19.1875
1000092	-0.46194	0.191342	-19.1875
1000093	-0.46194	-0.191342	-19.1875
1000094	-0.191342	-0.46194	-19.1875
1000095	0.191342	-0.46194	-19.1875
1000096	0.46194	-0.191342	-19.1875
1000097	0.46194	0.191342	-19.1875
1000098	0.191342	0.46194	-19.1875
1000099	-0.191342	0.46194	-19.0625
1000100	-0.46194	0.191342	-19.0625
1000101	-0.46194	-0.191342	-19.0625
1000102	-0.191342	-0.46194	-19.0625
1000103	0.191342	-0.46194	-19.0625
1000104	0.46194	-0.191342	-19.0625
1000105	0.46194	0.191342	-19.0625
1000106	0.191342	0.46194	-19.0625
1000107	-0.191342	0.46194	-18.9375
1000108	-0.46194	0.191342	-18.9375
1000109	-0.46194	-0.191342	-18.9375
1000110	-0.191342	-0.46194	-18.9375
1000111	0.191342	-0.46194	-18.9375
1000112	0.46194	-0.191342	-18.9375
1000113	0.46194	0.191342	-18.9375
1000114	0.191342	0.46194	-18.9375
1000115	-0.191342	0.46194	-18.8125
1000116	-0.46194	0.191342	-18.8125
1000117	-0.46194	-0.191342	-18.8125
1000118	-0.191342	-0.46194	-18.8125
1000119	0.191342	-0.46194	-18.8125
1000120	0.46194	-0.191342	-18.8125
1000121	0.46194	0.191342	-18.8125
1000122	0.191342	0.46194	-18.8125
1000123	-0.191342	0.46194	-18.6875
1000124	-0.46194	0.191342	-18.6875
1000125	-0.46194	-0.191342	-18.6875
1000126	-0.191342	-0.46194	-18.6875
1000127	0.191342	-0.46194	-18.6875
1000128	0.46194	-0.191342	-18.6875
1000129	0.46194	0.191342	-18.6875
1000130	0.191342	0.46194	-18.6875
1000131	-0.191342	0.46194	-18.5625
1000132	-0.46194	0.191342	-18.5625
1000133	-0.46194	-0.191342	-18.5625
1000134	-0.191342	-0.46194	-18.5625
1000135	0.191342	-0.46194	-18.5625
1000136	0.46194	-0.191342	-18.5625
1000137	0.46194	0.191342	-18.5625
1000138	0.191342	0.46194	-18.5625
1000139	-0.191342	0.46194	-18.4375
1000140	-0.46194	0.191342	-18.4375
1000141	-0.46194	-0.191342	-18.4375
1000142	-0.191342	-0.46194	-18.4375
1000143	0.191342	-0.46194	-18.4375
1000144	0.46194	-0.191342	-18.4375
1000145	0.46194	0.191342	-18.4375
1000146	0.191342	0.46194	-18.4375
1000147	-0.191342	0.46194	-18.3125
1000148	-0.46194	0.191342	-18.3125
1000149	-0.46194	-0.191342	-18.3125
1000150	-0.191342	-0.46194	-18.3125
1000151	0.191342	-0.46194	-18.3125
1000152	0.46194	-0.191342	-18.3125
1000153	0.46194	0.191342	-18.3125
1000154	0.191342	0.46194	-18.3125
1000155	-0.191342	0.46194	-18.1875
1000156	-0.46194	0.191342	-18.1875
1000157	-0.46194	-0.191342	-18.1875
1000158	-0.191342	-0.46194	-18.1875
