model BasicBuilder -ndm 2 -ndf 5
node        1    -110.000      0.000
node        2    -110.000     -1.000
node        3    -109.000      0.000
node        4    -109.000     -1.000
node        5    -108.000      0.000
node        6    -110.000     -2.000
node        7    -108.000     -1.000
node        8    -109.000     -2.000
node        9    -108.000     -2.000
node       10    -107.000      0.000
node       11    -110.000     -3.000
node       12    -107.000     -1.000
node       13    -109.000     -3.000
node       14    -107.000     -2.000
node       15    -108.000     -3.000
node       16    -106.000      0.000
node       17    -110.000     -4.000
node       18    -109.000     -4.000
node       19    -106.000     -1.000
node       20    -107.000     -3.000
node       21    -106.000     -2.000
node       22    -108.000     -4.000
node       23    -107.000     -4.000
node       24    -110.000     -5.000
node       25    -106.000     -3.000
node       26    -105.000      0.000
node       27    -105.000     -1.000
node       28    -109.000     -5.000
node       29    -105.000     -2.000
node       30    -108.000     -5.000
node       31    -106.000     -4.000
node       32    -105.000     -3.000
node       33    -107.000     -5.000
node       34    -110.000     -6.000
node       35    -104.000      0.000
node       36    -109.000     -6.000
node       37    -104.000     -1.000
node       38    -108.000     -6.000
node       39    -104.000     -2.000
node       40    -105.000     -4.000
node       41    -106.000     -5.000
node       42    -107.000     -6.000
node       43    -104.000     -3.000
node       44    -103.000      0.000
node       45    -110.000     -7.000
node       46    -109.000     -7.000
node       47    -103.000     -1.000
node       48    -105.000     -5.000
node       49    -106.000     -6.000
node       50    -104.000     -4.000
node       51    -108.000     -7.000
node       52    -103.000     -2.000
node       53    -103.000     -3.000
node       54    -107.000     -7.000
node       55    -105.000     -6.000
node       56    -104.000     -5.000
node       57    -110.000     -8.000
node       58    -102.000      0.000
node       59    -102.000     -1.000
node       60    -109.000     -8.000
node       61    -103.000     -4.000
node       62    -106.000     -7.000
node       63    -102.000     -2.000
node       64    -108.000     -8.000
node       65    -104.000     -6.000
node       66    -107.000     -8.000
node       67    -102.000     -3.000
node       68    -105.000     -7.000
node       69    -103.000     -5.000
node       70    -102.000     -4.000
node       71    -106.000     -8.000
node       72    -101.000      0.000
node       73    -110.000     -9.000
node       74    -101.000     -1.000
node       75    -109.000     -9.000
node       76    -103.000     -6.000
node       77    -101.000     -2.000
node       78    -108.000     -9.000
node       79    -104.000     -7.000
node       80    -105.000     -8.000
node       81    -102.000     -5.000
node       82    -107.000     -9.000
node       83    -101.000     -3.000
node       84    -101.000     -4.000
node       85    -106.000     -9.000
node       86    -103.000     -7.000
node       87    -102.000     -6.000
node       89    -104.000     -8.000
node       90    -110.000    -10.000
node       91    -100.000      0.000
node       93    -100.000     -1.000
node       94    -109.000    -10.000
node       95    -108.000    -10.000
node       96    -100.000     -2.000
node       98    -101.000     -5.000
node       99    -105.000     -9.000
node      100    -107.000    -10.000
node      102    -100.000     -3.000
node      103    -103.000     -8.000
node      104    -102.000     -7.000
node      106    -100.000     -4.000
node      107    -106.000    -10.000
node      108    -101.000     -6.000
node      109    -104.000     -9.000
node      110    -110.000    -11.000
node      113    -109.000    -11.000
node      115    -108.000    -11.000
node      117    -100.000     -5.000
node      118    -105.000    -10.000
node      119    -102.000     -8.000
node      121    -107.000    -11.000
node      122    -103.000     -9.000
node      123    -101.000     -7.000
node      125    -100.000     -6.000
node      126    -104.000    -10.000
node      127    -106.000    -11.000
node      130    -110.000    -12.000
node      131    -101.000     -8.000
node      132    -109.000    -12.000
node      133    -102.000     -9.000
node      136    -105.000    -11.000
node      137    -108.000    -12.000
node      140    -100.000     -7.000
node      141    -103.000    -10.000
node      142    -107.000    -12.000
node      144    -104.000    -11.000
node      146    -106.000    -12.000
node      148    -101.000     -9.000
node      150    -100.000     -8.000
node      151    -102.000    -10.000
node      153    -105.000    -12.000
node      154    -110.000    -13.000
node      157    -103.000    -11.000
node      158    -109.000    -13.000
node      160    -108.000    -13.000
node      163    -107.000    -13.000
node      164    -104.000    -12.000
node      167    -100.000     -9.000
node      168    -101.000    -10.000
node      170    -106.000    -13.000
node      171    -102.000    -11.000
node      173    -103.000    -12.000
node      176    -105.000    -13.000
node      178    -110.000    -14.000
node      180    -109.000    -14.000
node      181    -100.000    -10.000
node      183    -108.000    -14.000
node      185    -101.000    -11.000
node      187    -107.000    -14.000
node      188    -104.000    -13.000
node      191    -102.000    -12.000
node      193    -106.000    -14.000
node      195    -103.000    -13.000
node      199    -100.000    -11.000
node      201    -105.000    -14.000
node      202    -101.000    -12.000
node      204    -110.000    -15.000
node      206    -109.000    -15.000
node      208    -108.000    -15.000
node      210    -104.000    -14.000
node      213    -102.000    -13.000
node      214    -107.000    -15.000
node      216    -106.000    -15.000
node      220    -100.000    -12.000
node      222    -103.000    -14.000
node      224    -105.000    -15.000
node      226    -101.000    -13.000
node      229    -110.000    -16.000
node      231    -109.000    -16.000
node      232    -102.000    -14.000
node      233    -108.000    -16.000
node      236    -104.000    -15.000
node      240    -107.000    -16.000
node      243    -100.000    -13.000
node      245    -106.000    -16.000
node      247    -103.000    -15.000
node      249    -101.000    -14.000
node      252    -105.000    -16.000
node      254    -102.000    -15.000
node      255    -110.000    -17.000
node      260    -109.000    -17.000
node      262    -104.000    -16.000
node      264    -108.000    -17.000
node      267    -100.000    -14.000
node      270    -107.000    -17.000
node      271    -103.000    -16.000
node      272    -106.000    -17.000
node      275    -101.000    -15.000
node      280    -105.000    -17.000
node      284    -102.000    -16.000
node      285    -110.000    -18.000
node      288    -100.000    -15.000
node      290    -109.000    -18.000
node      291    -104.000    -17.000
node      294    -108.000    -18.000
node      297    -107.000    -18.000
node      298    -101.000    -16.000
node      300    -103.000    -17.000
node      304    -106.000    -18.000
node      310    -105.000    -18.000
node      311    -102.000    -17.000
node      315    -100.000    -16.000
node      316    -104.000    -18.000
node      318    -110.000    -19.000
node      320    -109.000    -19.000
node      322    -108.000    -19.000
node      328    -107.000    -19.000
node      330    -101.000    -17.000
node      332    -103.000    -18.000
node      335    -106.000    -19.000
node      339    -105.000    -19.000
node      341    -102.000    -18.000
node      342    -100.000    -17.000
node      348    -104.000    -19.000
node      352    -110.000    -20.000
node      355    -109.000    -20.000
node      356    -108.000    -20.000
node      358    -101.000    -18.000
node      361    -107.000    -20.000
node      363    -103.000    -19.000
node      366    -106.000    -20.000
node      371    -100.000    -18.000
node      375    -102.000    -19.000
node      377    -105.000    -20.000
node      382    -104.000    -20.000
node      384    -110.000    -21.000
node      386    -101.000    -19.000
node      387    -109.000    -21.000
node      390    -108.000    -21.000
node      393    -103.000    -20.000
node      396    -107.000    -21.000
node      400    -106.000    -21.000
node      405    -100.000    -19.000
node      408    -102.000    -20.000
node      410    -105.000    -21.000
node      413    -104.000    -21.000
node      416    -101.000    -20.000
node      422    -110.000    -22.000
node      423    -109.000    -22.000
node      427    -108.000    -22.000
node      429    -103.000    -21.000
node      432    -107.000    -22.000
node      436    -100.000    -20.000
node      438    -106.000    -22.000
node      443    -102.000    -21.000
node      444    -105.000    -22.000
node      450    -104.000    -22.000
node      455    -101.000    -21.000
node      458    -110.000    -23.000
node      461    -109.000    -23.000
node      463    -108.000    -23.000
node      464    -103.000    -22.000
node      467    -107.000    -23.000
node      469    -100.000    -21.000
node      474    -106.000    -23.000
node      479    -102.000    -22.000
node      482    -105.000    -23.000
node      488    -104.000    -23.000
node      489    -101.000    -22.000
node      494    -110.000    -24.000
node      497    -109.000    -24.000
node      498    -103.000    -23.000
node      501    -108.000    -24.000
node      505    -100.000    -22.000
node      509    -107.000    -24.000
node      514    -106.000    -24.000
node      516    -102.000    -23.000
node      521    -105.000    -24.000
node      524    -101.000    -23.000
node      528    -104.000    -24.000
node      534    -103.000    -24.000
node      537    -110.000    -25.000
node      540    -109.000    -25.000
node      545    -100.000    -23.000
node      546    -108.000    -25.000
node      550    -107.000    -25.000
node      554    -102.000    -24.000
node      555    -106.000    -25.000
node      561    -105.000    -25.000
node      568    -101.000    -24.000
node      570    -104.000    -25.000
node      576    -103.000    -25.000
node      579    -100.000    -24.000
node      581    -110.000    -26.000
node      583    -109.000    -26.000
node      585    -108.000    -26.000
node      590    -107.000    -26.000
node      594    -102.000    -25.000
node      597    -106.000    -26.000
node      605    -105.000    -26.000
node      607    -101.000    -25.000
node      611    -104.000    -26.000
node      619    -103.000    -26.000
node      620    -100.000    -25.000
node      626    -110.000    -27.000
node      627    -109.000    -27.000
node      631    -108.000    -27.000
node      633    -107.000    -27.000
node      635    -102.000    -26.000
node      639    -106.000    -27.000
node      646    -105.000    -27.000
node      649    -101.000    -26.000
node      653    -104.000    -27.000
node      665    -100.000    -26.000
node      666    -103.000    -27.000
node      668    -110.000    -28.000
node      673    -109.000    -28.000
node      674    -108.000    -28.000
node      676    -102.000    -27.000
node      677    -107.000    -28.000
node      685    -106.000    -28.000
node      694    -105.000    -28.000
node      695    -101.000    -27.000
node      699    -104.000    -28.000
node      705    -100.000    -27.000
node      710    -103.000    -28.000
node      713    -110.000    -29.000
node      717    -109.000    -29.000
node      720    -108.000    -29.000
node      724    -102.000    -28.000
node      729    -107.000    -29.000
node      734    -106.000    -29.000
node      736    -101.000    -28.000
node      741    -105.000    -29.000
node      746    -104.000    -29.000
node      753    -100.000    -28.000
node      757    -103.000    -29.000
node      765    -110.000    -30.000
node      767    -109.000    -30.000
node      770    -108.000    -30.000
node      774    -102.000    -29.000
node      777    -107.000    -30.000
node      780    -106.000    -30.000
node      782    -101.000    -29.000
node      785    -105.000    -30.000
node      796    -104.000    -30.000
node      802    -100.000    -29.000
node      803    -103.000    -30.000
node      811    -110.000    -31.000
node      814    -109.000    -31.000
node      818    -102.000    -30.000
node      819    -108.000    -31.000
node      825    -107.000    -31.000
node      830    -106.000    -31.000
node      834    -101.000    -30.000
node      841    -105.000    -31.000
node      844    -104.000    -31.000
node      848    -100.000    -30.000
node      853    -103.000    -31.000
node      866    -110.000    -32.000
node      869    -109.000    -32.000
node      871    -102.000    -31.000
node      873    -108.000    -32.000
node      875    -107.000    -32.000
node      882    -106.000    -32.000
node      885    -101.000    -31.000
node      889    -105.000    -32.000
node      895    -104.000    -32.000
node      898    -100.000    -31.000
node      908    -103.000    -32.000
node      916    -102.000    -32.000
node      918    -110.000    -33.000
node      921    -109.000    -33.000
node      923    -108.000    -33.000
node      929    -107.000    -33.000
node      932    -106.000    -33.000
node      934    -101.000    -32.000
node      943    -105.000    -33.000
node      948    -100.000    -32.000
node      950    -104.000    -33.000
node      960    -103.000    -33.000
node      967    -102.000    -33.000
node      974    -110.000    -34.000
node      977    -109.000    -34.000
node      979    -108.000    -34.000
node      984    -107.000    -34.000
node      989    -101.000    -33.000
node      993    -106.000    -34.000
node      996    -105.000    -34.000
node     1004    -100.000    -33.000
node     1006    -104.000    -34.000
node     1015    -103.000    -34.000
node     1025    -102.000    -34.000
node     1032    -110.000    -35.000
node     1035    -109.000    -35.000
node     1036    -108.000    -35.000
node     1040    -107.000    -35.000
node     1042    -101.000    -34.000
node     1045    -106.000    -35.000
node     1052    -105.000    -35.000
node     1058    -100.000    -34.000
node     1066    -104.000    -35.000
node     1071    -103.000    -35.000
node     1083    -102.000    -35.000
node     1084    -110.000    -36.000
node     1086    -109.000    -36.000
node     1090    -108.000    -36.000
node     1097    -107.000    -36.000
node     1100    -101.000    -35.000
node     1102    -106.000    -36.000
node     1110    -105.000    -36.000
node     1116    -100.000    -35.000
node     1121    -104.000    -36.000
node     1126    -103.000    -36.000
node     1140    -102.000    -36.000
node     1146    -110.000    -37.000
node     1149    -109.000    -37.000
node     1152    -108.000    -37.000
node     1154    -101.000    -36.000
node     1158    -107.000    -37.000
node     1166    -106.000    -37.000
node     1169    -105.000    -37.000
node     1174    -100.000    -36.000
node     1178    -104.000    -37.000
node     1192    -103.000    -37.000
node     1200    -102.000    -37.000
node     1204    -110.000    -38.000
node     1209    -109.000    -38.000
node     1211    -108.000    -38.000
node     1216    -101.000    -37.000
node     1219    -107.000    -38.000
node     1223    -106.000    -38.000
node     1233    -105.000    -38.000
node     1235    -100.000    -37.000
node     1239    -104.000    -38.000
node     1253    -103.000    -38.000
node     1257    -102.000    -38.000
node     1269    -110.000    -39.000
node     1274    -109.000    -39.000
node     1277    -108.000    -39.000
node     1278    -101.000    -38.000
node     1283    -107.000    -39.000
node     1286    -106.000    -39.000
node     1292    -100.000    -38.000
node     1295    -105.000    -39.000
node     1304    -104.000    -39.000
node     1311    -103.000    -39.000
node     1320    -102.000    -39.000
node     1334    -110.000    -40.000
node     1338    -109.000    -40.000
node     1339    -101.000    -39.000
node     1341    -108.000    -40.000
node     1343    -107.000    -40.000
node     1347    -106.000    -40.000
node     1355    -100.000    -39.000
